sample;964;968;972;976;979;983;987;991;995;999;1.003;1.006;1.010;1.014;1.018;1.022;1.026;1.029;1.033;1.037;1.041;1.045;1.049;1.053;1.056;1.060;1.064;1.068;1.072;1.076;1.080;1.083;1.087;1.091;1.095;1.099;1.103;1.107;1.110;1.114;1.118;1.122;1.126;1.130;1.134;1.137;1.141;1.145;1.149;1.153;1.157;1.161;1.164;1.168;1.172;1.176;1.180;1.184;1.188;1.191;1.195;1.199;1.203;1.207;1.211;1.215;1.218;1.222;1.226;1.230;1.234;1.238;1.242;1.245;1.249;1.253;1.257;1.261;1.265;1.269;1.272;1.276;1.280;1.284;1.288;1.292;1.296;1.299;1.303;1.307;1.311;1.315;1.319;1.323;1.326;1.330;1.334;1.338;1.342;1.346;1.350;1.353;1.357;1.361;1.365;1.369;1.373;1.377;1.380;1.384;1.388;1.392;1.396;1.400;1.404;1.407;1.411;1.415;1.419;1.423;1.427;1.431;1.434;1.438;1.442;1.446;1.450;1.454;1.457;1.461;1.465;1.469;1.473;1.477;1.481;1.484;1.488;1.492;1.496;1.500;1.504;1.508;1.511;1.515;1.519;1.523;1.527;1.531;1.535;1.538;1.542;1.546;1.550;fat;protein;lactose;dm
1;0,05356905;0,0555582;0,06076808;0,07824133;0,1090279;0,14828101;0,18599661;0,21859349;0,24655173;0,27074769;0,28925837;0,30239741;0,30950672;0,31046733;0,30619451;0,30248633;0,30515438;0,31908298;0,34270897;0,36753522;0,38097573;0,37734132;0,36007534;0,33862945;0,31895269;0,30082482;0,28026894;0,25898303;0,24323594;0,23840476;0,24071988;0,23986081;0,22741209;0,2065646;0,18713199;0,1773933;0,17821586;0,18659508;0,19809127;0,2101406;0,22034665;0,22567362;0,22164885;0,20692406;0,18346216;0,15585823;0,12812274;0,1042029;0,0858596;0,07343986;0,06588545;0,06221735;0,06040045;0,05930629;0,05846953;0,05894629;0,06124793;0,06562237;0,07095135;0,07663044;0,0817312;0,08619127;0,08938845;0,0911566;0,0909988;0,08917043;0,08605874;0,08277393;0,07914245;0,07518355;0,07080801;0,06678176;0,06346641;0,06139274;0,05995656;0,05879407;0,05791681;0,05848376;0,06038822;0,0632232;0,06588399;0,06797762;0,06902446;0,06884052;0,06715864;0,06527422;0,06432866;0,06536558;0,06778396;0,07017225;0,07157006;0,07305013;0,07499328;0,07799942;0,08226151;0,0878448;0,09420264;0,10094128;0,1057806;0,10660039;0,1043549;0,10260177;0,10274848;0,10458463;0,10597025;0,10548428;0,10312827;0,10127844;0,10113972;0,10039298;0,09614866;0,09152933;0,09014895;0,09327506;0,09844383;0,10279356;0,1064674;0,11130424;0,11741225;0,12082733;0,11621363;0,10483665;0,08424772;0,05462604;0,0265516;0,0092072;0,00088058;-0,00117283;0,00062891;0,00551382;0,01278293;0,02325683;0,03833438;0,05515707;0,07131969;0,08652441;0,09833017;0,10841;0,11904972;0,13056168;0,14161756;0,15005053;0,15227267;0,15038984;0,14600744;0,13716209;0,11997963;0,09989277;0,07911828;0,05727674;0,03422506;0,01196403;-0,00770888;4,1683;3,639;4,53;13,0667
2;0,06932743;0,07127411;0,07753334;0,09799706;0,13494029;0,18151083;0,22686616;0,26499118;0,29809923;0,32637823;0,3485687;0,36339154;0,37110233;0,3706822;0,36520866;0,359565;0,36169823;0,37686881;0,40421397;0,43208154;0,44692799;0,44119569;0,42027358;0,39388441;0,37037162;0,34830137;0,32381365;0,29834076;0,28031104;0,27510102;0,27877747;0,27818522;0,26394092;0,23937129;0,21663176;0,20432751;0,20396346;0,21206904;0,22436084;0,23720429;0,24819985;0,25321431;0,24761139;0,22950914;0,20195829;0,1698746;0,1384035;0,11148343;0,0913225;0,07792205;0,07024942;0,06669183;0,06521015;0,06416164;0,06343392;0,06405736;0,06687978;0,07170041;0,07745873;0,08311609;0,08816364;0,09238089;0,09559652;0,09743627;0,09757272;0,09596126;0,093259;0,09010482;0,08659524;0,08251378;0,07799525;0,07358538;0,06995489;0,06737697;0,06568709;0,06450169;0,06405257;0,06506848;0,06768055;0,07111274;0,07424627;0,07656663;0,07790502;0,0777084;0,07618783;0,07446832;0,07387169;0,07516101;0,07777567;0,08005932;0,08151224;0,08298693;0,08514646;0,08838077;0,09315984;0,09933139;0,10637101;0,11331194;0,11793506;0,11782926;0,11445;0,1114761;0,11091198;0,11243272;0,11400513;0,11369975;0,11185787;0,11046119;0,11063415;0,1097451;0,10528156;0,10022046;0,09849287;0,10111407;0,10580009;0,10941939;0,1124183;0,11645329;0,12207568;0,12513816;0,12048498;0,10872712;0,08737659;0,05639757;0,02708826;0,00869741;-0,00043296;-0,00336384;-0,00223224;0,0019732;0,00867148;0,01838979;0,03272921;0,04899151;0,06481312;0,07929066;0,09058405;0,10020143;0,11052076;0,12140886;0,13202819;0,13977607;0,14175705;0,13975037;0,13539688;0,12581779;0,10824963;0,08790776;0,06730455;0,04509493;0,02220176;-0,00007776;-0,01979054;4,2273;3,549;5,5643;14,0633
3;0,0676718;0,07033279;0,07731963;0,09887033;0,13603416;0,18279862;0,22791707;0,26703503;0,3006433;0,32981242;0,35230758;0,36778065;0,37539157;0,37533875;0,3696026;0,36427324;0,36578415;0,3807062;0,4079993;0,43662396;0,45107792;0,44519722;0,4233171;0,3958718;0,37045216;0,34750729;0,32269826;0,29773522;0,27974507;0,2746782;0,27808929;0,27778353;0,26413384;0,24059224;0,21796559;0,20533683;0,20396927;0,21094192;0,22172526;0,23363979;0,24400819;0,24886004;0,24278534;0,22451659;0,1968547;0,16533833;0,13456981;0,10857394;0,08912321;0,07650065;0,06936795;0,0664726;0,06548716;0,06515932;0,0649884;0,06616596;0,06950489;0,075053;0,08142392;0,08795244;0,09370163;0,09857258;0,10211402;0,10427336;0,10441251;0,10281954;0,10002768;0,09701144;0,09349606;0,08953105;0,08496091;0,08060785;0,0770713;0,07486939;0,07335833;0,07231722;0,07181794;0,07299362;0,0758029;0,07955415;0,08291225;0,08558544;0,08701769;0,08697096;0,0853689;0,08341515;0,08226227;0,08320042;0,08568583;0,0881789;0,08964831;0,09117774;0,09322622;0,09648612;0,10139964;0,10811996;0,11579403;0,12367143;0,12946906;0,13128033;0,13014221;0,12962143;0,13107517;0,13416589;0,1362976;0,13558577;0,13238737;0,12943256;0,12790969;0,1256707;0,12022005;0,11460024;0,11216699;0,11436716;0,11907073;0,12325896;0,1265023;0,13047425;0,13550638;0,13763676;0,13166466;0,11896318;0,09731292;0,06668815;0,03737249;0,01896423;0,01007548;0,00804128;0,01064713;0,01711301;0,02634384;0,03888305;0,05680751;0,07742421;0,09727728;0,11566496;0,13035433;0,14346916;0,15712533;0,17122827;0,18462863;0,19521607;0,19893202;0,1973609;0,19199184;0,18080322;0,16022699;0,13675828;0,11222028;0,08611578;0,0591545;0,03328462;0,01047351;3,904;4,2993;5,4897;14,47
4;0,05519828;0,05691935;0,06222675;0,07953196;0,10961516;0,14786742;0,18459279;0,21626404;0,24374632;0,26798285;0,28659711;0,29982582;0,30692044;0,30791565;0,30413033;0,30068912;0,3032918;0,31722446;0,34105516;0,36611296;0,379291;0,37520952;0,35736674;0,33459204;0,31323651;0,29403299;0,27346378;0,25275453;0,23745578;0,23271508;0,23486368;0,2339806;0,22232769;0,20285828;0,18408441;0,17317949;0,17117261;0,17621754;0,18484275;0,19475624;0,20332016;0,20734803;0,20256259;0,18791801;0,16567288;0,14016986;0,11492678;0,09360415;0,07779444;0,06770304;0,06204524;0,05984435;0,05923314;0,05921365;0,05921483;0,06028252;0,06317012;0,06812346;0,073983;0,08020896;0,08588549;0,09091031;0,09477675;0,09728576;0,09778829;0,09659976;0,09412667;0,09125723;0,08786024;0,08427713;0,08053629;0,0772519;0,07470055;0,07319121;0,07188032;0,0706281;0,06966517;0,07010369;0,07197651;0,0748853;0,07767263;0,07996621;0,0811709;0,08099216;0,07921859;0,07722286;0,07620973;0,07717201;0,07944694;0,08166411;0,08295924;0,08437466;0,08638713;0,08963309;0,09430988;0,10064699;0,10814109;0,11627133;0,12316117;0,12756918;0,13038266;0,13385704;0,13805444;0,1422129;0,14399611;0,14237019;0,13807719;0,13372453;0,13090817;0,12801979;0,12226833;0,11605229;0,11276065;0,1142201;0,1184523;0,12240267;0,12557477;0,12939289;0,13377289;0,13474116;0,12804484;0,11615343;0,09752726;0,07150106;0,04593853;0,0295044;0,02180679;0,02098237;0,02491727;0,0325597;0,04292795;0,05686104;0,07639234;0,09837988;0,11969435;0,13992136;0,15652042;0,17135367;0,1866444;0,20255099;0,21788174;0,23046675;0,23607316;0,23643557;0,23319067;0,22376695;0,20432026;0,18180256;0,15876446;0,13407367;0,10781751;0,08218184;0,05984275;3,1617;4,5467;4,356;12,8933
5;0,07541182;0,07680075;0,08235652;0,10149809;0,13480816;0,17697326;0,21758285;0,25288965;0,28336894;0,30977898;0,33013484;0,3444347;0,35157974;0,35170145;0,34632735;0,34152301;0,3437285;0,35842655;0,38412488;0,41115499;0,42511394;0,41971546;0,3985087;0,37152782;0,34626623;0,32351124;0,29927527;0,27519019;0,25752632;0,2517024;0,25402743;0,25393893;0,24259656;0,22245373;0,20223438;0,18904465;0,18378947;0,18522549;0,19081287;0,19869155;0,20577711;0,2080266;0,2008303;0,18365352;0,15916979;0,1322156;0,10662384;0,08580485;0,07087785;0,06183826;0,05738203;0,05641198;0,05692236;0,05766338;0,05803365;0,05925325;0,06212596;0,06691679;0,07235022;0,07788328;0,08290204;0,08745379;0,0910147;0,09355543;0,09444237;0,09392281;0,09223105;0,09021261;0,08771668;0,0847676;0,08133936;0,07825561;0,07575381;0,07428875;0,07323727;0,07237616;0,0718628;0,07271551;0,07483502;0,07802064;0,08117837;0,08375842;0,08520633;0,08548098;0,08437108;0,08296848;0,08227937;0,08323385;0,08524043;0,0872344;0,08852322;0,08999617;0,09200102;0,09521938;0,09990216;0,10640367;0,11400566;0,12177189;0,12775476;0,13114531;0,13309639;0,13571959;0,13902505;0,14248861;0,14415824;0,14310131;0,13981034;0,13634773;0,13381972;0,13102065;0,12588388;0,12029717;0,1167955;0,11710397;0,11974616;0,12228841;0,12411488;0,126224;0,12827316;0,12710986;0,11968914;0,10824147;0,09194922;0,07019551;0,04839633;0,03368429;0,02610577;0,02449585;0,0272214;0,03334841;0,04202722;0,05395187;0,07095561;0,0906036;0,10953284;0,12702806;0,14123502;0,15408811;0,16733711;0,18129505;0,1947449;0,20571606;0,21075255;0,21121012;0,20837117;0,20067245;0,18491122;0,16605509;0,14572615;0,12383839;0,10115736;0,07977939;0,06089776;2,1443;4,1083;5,1037;12,1267
6;0,06852471;0,07088071;0,07738516;0,09858494;0,13561817;0,1828789;0,22817848;0,26707809;0,30064612;0,33005708;0,35235664;0,367919;0,37538017;0,37544305;0,36993804;0,36515498;0,36773742;0,38428896;0,4129397;0,44301058;0,45849788;0,45315752;0,43122127;0,4040429;0,37903096;0,35649962;0,33118873;0,30497817;0,28562774;0,2797124;0,28246971;0,28162742;0,26711574;0,24287566;0,22026405;0,20849867;0,20825998;0,21655729;0,2287454;0,24217295;0,25368037;0,25942388;0,25418794;0,23649175;0,20860729;0,17619616;0,14405074;0,11666589;0,09583384;0,08205818;0,07394093;0,07016569;0,06837673;0,06720971;0,06600347;0,06626491;0,0686847;0,07339768;0,07898131;0,08485461;0,0900629;0,09450308;0,097633;0,09957099;0,09968411;0,09823868;0,09551164;0,09261189;0,08915093;0,08526467;0,0809707;0,07698384;0,07356351;0,07137622;0,06962603;0,06805471;0,06693567;0,06765486;0,06993923;0,07304925;0,07565717;0,07764892;0,07861129;0,07845938;0,07692668;0,07541619;0,07497601;0,07647062;0,07919596;0,08203911;0,08395233;0,08598926;0,08864394;0,09262849;0,09810449;0,10513797;0,1128128;0,12086289;0,12686175;0,12812695;0,12550418;0,12326789;0,1229742;0,12422544;0,12496081;0,12416591;0,12195939;0,12049078;0,12021925;0,11890616;0,11409299;0,10861363;0,10569962;0,10695037;0,11035156;0,11345784;0,11586926;0,11944171;0,12451027;0,12737332;0,12277804;0,11103286;0,08903547;0,05754513;0,02809409;0,00990448;0,00047107;-0,00297759;-0,00241037;0,00144593;0,00753839;0,01655126;0,02990336;0,04563188;0,06074548;0,07449732;0,08533193;0,09537837;0,10593638;0,11707462;0,12750287;0,13603261;0,13958799;0,13922601;0,13602497;0,12897943;0,11487445;0,0979063;0,07903061;0,05861043;0,03684023;0,01533572;-0,00439526;4,352;3,4133;5,6257;14,1767
7;0,04884682;0,05079905;0,05621777;0,07358856;0,10405907;0,14321039;0,1809933;0,21356327;0,24174057;0,26655603;0,28589626;0,29975947;0,30708845;0,30817449;0,30489642;0,30259998;0,30655118;0,3217527;0,34690431;0,37315454;0,38761664;0,3844971;0,36671592;0,34405388;0,32366158;0,30542295;0,2849529;0,26369377;0,24799309;0,24313738;0,24497439;0,24303997;0,22955217;0,20824115;0,18887164;0,17929114;0,18049366;0,18986314;0,20273223;0,21610152;0,22745106;0,23359437;0,22999247;0,21538707;0,19187838;0,16407005;0,13601725;0,11165961;0,09290637;0,08031656;0,07258189;0,0685796;0,06657071;0,06554774;0,06491584;0,06567441;0,06843038;0,07346199;0,07962342;0,08621936;0,09215856;0,09724083;0,10088782;0,10295259;0,10295494;0,10100868;0,09748194;0,09378607;0,08980452;0,08552061;0,08100622;0,07706656;0,07395123;0,07191934;0,07020383;0,06864425;0,06751988;0,06793326;0,06978304;0,0725514;0,07497651;0,07689709;0,0778448;0,07742405;0,07533342;0,07294603;0,07168515;0,07270174;0,07532516;0,0780541;0,07984253;0,08162948;0,08382133;0,08714382;0,09197054;0,09852504;0,10624101;0,11470243;0,12186457;0,12562906;0,12667319;0,12816107;0,13088548;0,13413153;0,13544168;0,13354761;0,12926159;0,12545749;0,12350888;0,12105645;0,11518323;0,10896069;0,10607393;0,1083462;0,11368766;0,11862445;0,12258317;0,12745131;0,13329215;0,13588887;0,13042176;0,11834142;0,09676086;0,06555516;0,03595062;0,01787835;0,00962931;0,00840404;0,01185555;0,01910683;0,02918402;0,04257224;0,06158409;0,08349773;0,10456455;0,1241792;0,14013945;0,15441607;0,16915934;0,18455752;0,19929282;0,21124192;0,21646459;0,21621518;0,21194845;0,20181149;0,18225959;0,15908831;0,13440007;0,10825044;0,08081996;0,05413681;0,03072045;4,4603;4,4347;4,4673;14,24
8;0,04495007;0,04747637;0,05298473;0,07040633;0,10050119;0,13866069;0,17567859;0,20774352;0,235278;0,25933395;0,27787517;0,29109837;0,29807932;0,29914014;0,29563414;0,29241203;0,29498447;0,30863148;0,33208998;0,35667313;0,36960101;0,36575885;0,34884773;0,32806834;0,30931781;0,29228887;0,27305304;0,25319312;0,23881194;0,23495099;0,23740865;0,23579976;0,22235974;0,2009949;0,1818236;0,17310064;0,17564076;0,18618701;0,19965513;0,21309695;0,22433035;0,23055425;0,22728213;0,21316587;0,19009497;0,1624649;0,13427379;0,10954693;0,09036336;0,07737943;0,06931918;0,06509171;0,06294964;0,06180157;0,06101479;0,06164111;0,06428468;0,06915222;0,07509652;0,08152179;0,08739724;0,09240973;0,09588594;0,09768418;0,09736775;0,09517966;0,09160301;0,08786008;0,08373727;0,07926897;0,07449544;0,07022453;0,06675298;0,06445617;0,06279803;0,0615703;0,06074294;0,06135067;0,06339201;0,06636489;0,06899017;0,07106213;0,07218301;0,07187296;0,06974825;0,06729185;0,06595855;0,06688814;0,06935764;0,07181379;0,07321294;0,07454389;0,07625408;0,0789759;0,0830607;0,08888799;0,09570983;0,10295213;0,10878612;0,11100061;0,11007475;0,10952965;0,11085285;0,11378924;0,11571307;0,11466994;0,11109868;0,10806865;0,10691964;0,10522632;0,10020059;0,09506894;0,09362904;0,09726733;0,10361703;0,10931842;0,11392382;0,11959701;0,12657813;0,13058338;0,12633071;0,11492351;0,09307763;0,06074448;0,03026601;0,01186108;0,00330029;0,0015925;0,00442685;0,01098822;0,020323;0,03289156;0,0507205;0,07128724;0,09109121;0,10936121;0,12396182;0,13705687;0,15068487;0,16468487;0,17770706;0,18785827;0,1915302;0,18994334;0,18428074;0,17281582;0,1524523;0,12906505;0,10450041;0,07903118;0,05275294;0,02705862;0,0046999;4,7247;4,3407;4,3517;14,16
9;0,06562719;0,06831597;0,07550458;0,09705144;0,13507698;0,18272679;0,22885602;0,26810012;0,30236504;0,33155062;0,35423865;0,3696527;0,37775956;0,37771093;0,37240542;0,36762408;0,37096594;0,38729914;0,41611201;0,44597131;0,46212115;0,45682008;0,4353963;0,4081636;0,3837477;0,36110737;0,33612377;0,31009503;0,29127799;0,28535723;0,28840873;0,28745704;0,27295188;0,24818528;0,22534735;0,2131723;0,21293604;0,22136935;0,23425379;0,24793428;0,25970545;0,26546187;0,26033273;0,24232208;0,21434489;0,1814061;0,14874403;0,1207325;0,09962524;0,08545217;0,07713164;0,0731103;0,07140294;0,07051587;0,06999607;0,07076989;0,07390986;0,07934079;0,08590899;0,09264479;0,09879313;0,10397323;0,10791776;0,11014504;0,1101703;0,10811583;0,10477051;0,10108171;0,09708922;0,09243381;0,08729578;0,08241251;0,0785164;0,07594415;0,07431024;0,07312208;0,0724963;0,07334106;0,07599936;0,07971786;0,08317264;0,08576638;0,08719339;0,08692816;0,08498766;0,0826287;0,08145765;0,08253531;0,08533004;0,08791303;0,0893637;0,09064756;0,09266965;0,0959746;0,10094972;0,10761787;0,11545029;0,12351597;0,1295981;0,13113921;0,12946708;0,12838611;0,12968858;0,13282342;0,13523932;0,13450019;0,13100619;0,12782075;0,12670613;0,12484007;0,1194132;0,11359157;0,11163924;0,11497299;0,12113438;0,12624115;0,13026261;0,13531526;0,1419798;0,14534157;0,13979589;0,12665974;0,10339288;0,06956803;0,03739684;0,0173921;0,00776099;0,00532138;0,00796254;0,01457525;0,02422307;0,03741294;0,05647203;0,07819486;0,09910594;0,11830773;0,13382116;0,14738682;0,161395;0,17569326;0,18957933;0,20049431;0,2044646;0,2025823;0,19679535;0,18400946;0,16139715;0,13593319;0,11028186;0,08281821;0,05426435;0,02660842;0,00312383;4,59;4,5627;5,5887;15,4367
